City    Plus Code    Neighborhood    Place (Local name)    Place (English name)    Tour Language(s)
Los Angeles    8553WH4M+8Q    Hollywood, Los Angeles    Hollywood Walk of Fame    Hollywood Walk of Fame    en|es
Los Angeles    8553WH4M+6R    Hollywood, Los Angeles    TCL Chinese Theatre    TCL Chinese Theatre    en|es
Los Angeles    8553WH5M+9P    West Hollywood, Los Angeles    Sunset Strip    Sunset Strip    en|es
Los Angeles    8553WH6M+7M    Beverly Hills, Los Angeles    Rodeo Drive    Rodeo Drive    en|es
Los Angeles    8553WH3N+8Q    Griffith Park, Los Angeles    Griffith Observatory    Griffith Observatory    en|es
Los Angeles    8553WJ5M+6P    Santa Monica, Los Angeles    Santa Monica Pier    Santa Monica Pier    en|es
Los Angeles    8553WJ4M+7R    Venice Beach, Los Angeles    Venice Beach Boardwalk    Venice Beach Boardwalk    en|es
Los Angeles    8553WG8M+9M    Downtown LA, Los Angeles    The Getty Center    The Getty Center    en|es
Los Angeles    8553WG9M+8P    Downtown LA, Los Angeles    Walt Disney Concert Hall    Walt Disney Concert Hall    en|es
Santorini    8G85JF7P+7M    Fira, Santorini    Φηρά    Fira Town    el|en
Santorini    8G85JF4M+8Q    Oia, Santorini    Οία    Oia Village    el|en
Santorini    8G85JF5M+6R    Imerovigli, Santorini    Σκάλα Φηρά    Fira to Oia Hiking Trail    el|en
Santorini    8G85JF4M+9P    Oia, Santorini    Κάστρο Οίας    Oia Castle    el|en
Santorini    8G85JF7Q+7M    Fira, Santorini    Μουσείο Προϊστορικής Θήρας    Museum of Prehistoric Thera    el|en
Santorini    8G85JG4P+8R    Akrotiri, Santorini    Αρχαιολογικός Χώρος Ακρωτηρίου    Akrotiri Archaeological Site    el|en
Santorini    8G85JG5P+6M    Red Beach, Santorini    Κόκκινη Παραλία    Red Beach    el|en
Santorini    8G85JG6P+9Q    Perissa, Santorini    Περίσσα    Perissa Black Sand Beach    el|en
Santorini    8G85JF8P+7P    Firostefani, Santorini    Μπλε Τρούλοι    Blue Domed Churches    el|en
Santorini    8G85JF7P+8M    Fira, Santorini    Τηλεφερίκ Φηρών    Santorini Cable Car    el|en
Amman    8G3PJ55M+7P    Jabal Amman, Amman    القلعة    Amman Citadel    ar|en
Amman    8G3PJ56M+8Q    Jabal Amman, Amman    المدرج الروماني    Roman Theatre    ar|en
Amman    8G3PJ55M+6R    Downtown Amman, Amman    وسط البلد    Downtown Amman    ar|en
Amman    8G3PJ66M+9P    Abdoun, Amman    مول عبدون    Abdoun Mall Area    ar|en
Amman    8G3PJ56M+7M    Jabal Al-Weibdeh, Amman    متحف الأردن    Jordan Museum    ar|en
Amman    8G3PJ65M+8R    Jabal Al-Hussein, Amman    دوار باريس    Paris Circle    ar|en
Amman    8G3PJ76M+6Q    Rainbow Street, Amman    شارع الرينبو    Rainbow Street    ar|en
Amman    8G3MQ28M+7P    Petra, Jordan    البتراء    Petra Archaeological Site    ar|en
Amman    8G3MQ28M+8Q    Petra, Jordan    الخزنة    The Treasury (Al-Khazneh)    ar|en
Amman    8G3MQ29M+9R    Petra, Jordan    الدير    The Monastery (Ad Deir)    ar|en
Cusco    57RCH342+7M    Centro Histórico, Cusco    Plaza de Armas    Plaza de Armas    es|qu|en
Cusco    57RCH342+8Q    Centro Histórico, Cusco    Catedral del Cusco    Cusco Cathedral    es|qu|en
Cusco    57RCH352+6R    San Blas, Cusco    Barrio de San Blas    San Blas Neighborhood    es|qu|en
Cusco    57RCH342+9P    Centro Histórico, Cusco    Qorikancha    Temple of the Sun    es|qu|en
Cusco    57RCH442+7Q    Sacsayhuamán, Cusco    Sacsayhuamán    Sacsayhuaman Fortress    es|qu|en
Cusco    57RCH342+5M    Centro Histórico, Cusco    Mercado San Pedro    San Pedro Market    es|qu|en
Cusco    57RCH452+8R    Tambomachay, Cusco    Tambomachay    Tambomachay Archaeological Site    es|qu|en
Cusco    57MCQ8MQ+6P    Aguas Calientes, Cusco    Machu Picchu    Machu Picchu    es|qu|en
Cusco    57MCQ8MQ+7R    Machu Picchu, Cusco    Huayna Picchu    Huayna Picchu    es|qu|en
Cusco    57RCH242+9M    Pisac, Cusco    Pisac    Pisac Market and Ruins    es|qu|en
